pgc,Name,RA,DE,GLong,GLat,SGL,SGB,Ty,B_t,K_t,lgL_K,Vhel,Vls,D_i,eDi,PGC1,PGC1+,Ng,gGLong,gGLat,gSGL,gSGB,gK_t,glgL_K,gVh,gVls,gND,gD,geD,gsigL,gsigV,gR2t,gRdyn,gMassL,gMassdyn,SGX,SGY,SGZ
2015703,PGC2015703,217.1301,32.8763,54.1465,68.2652,87.1663,27.8880,5.0,16.52,13.17,8.92,1966,2048,0.00,0,2015703,2015703,1,54.1465,68.2652,87.1663,27.8880,13.17,8.92,1966,2048,0,0.00,0,36,0,0.097,,10.963,,1.19,24.11,12.77
2016633,PGC2016633,147.0112,32.9004,193.1438,50.1913,66.3373,-26.2044,,17.09,14.22,8.22,1596,1560,0.00,0,28357,28357,8,192.2892,50.6900,66.2146,-25.4745,8.64,10.45,1530,1496,4,26.05,5,82,43,0.222,0.296,12.041,11.693,9.41,21.48,-11.54
2020885,PGC2020885,138.7032,33.0209,191.9169,43.2719,60.5040,-30.9339,4.3,16.25,13.91,8.33,1497,1462,0.00,0,2020885,2020885,1,191.9169,43.2719,60.5040,-30.9339,13.91,8.33,1497,1462,0,0.00,0,29,0,0.077,,10.669,,8.23,14.55,-10.02
2021655,PGC2021655,178.9704,33.0465,183.3360,76.6205,80.7283,-3.3397,,17.05,14.17,8.90,3129,3123,0.00,0,37421,37544,4,183.1552,76.4978,80.6128,-3.3989,11.19,10.09,3181,3176,0,0.00,0,64,46,0.172,0.099,11.709,11.283,6.80,41.65,-2.46
2025056,PGC2025056,183.9125,33.1597,172.8100,80.1970,82.0261,0.5929,,16.86,13.21,8.34,1067,1070,0.00,0,39158,41220,2,173.0322,80.0794,81.9533,0.4929,7.50,10.63,1076,1080,1,15.28,13,95,10,0.256,0.033,12.228,9.477,2.12,15.12,0.16
2025214,PGC2025214,148.4385,33.1644,192.8468,51.4022,67.0109,-25.1400,,18.01,15.22,7.82,1520,1486,0.00,0,2025214,27777,1,192.8468,51.4022,67.0109,-25.1400,15.22,7.82,1520,1486,0,0.00,0,24,0,0.064,,10.413,,7.01,16.51,-8.42
2026905,PGC2026905,173.5585,33.2262,188.1477,72.2693,78.8014,-7.4489,,16.84,12.99,9.16,2516,2503,0.00,0,35754,35754,6,187.8925,72.2892,78.7536,-7.3842,10.28,10.25,2511,2498,0,0.00,0,70,59,0.190,0.193,11.841,11.789,6.42,32.40,-4.32
2033026,PGC2033026,245.4690,33.4843,54.3605,44.6133,82.0486,51.2230,,18.21,15.38,8.33,2706,2873,0.00,0,2033026,2033026,1,54.3605,44.6133,82.0486,51.2230,15.38,8.33,2706,2873,0,0.00,0,29,0,0.077,,10.668,,3.32,23.76,29.86
2036114,PGC2036114,163.0411,33.6373,191.3668,63.5669,74.2794,-15.0321,,17.53,14.72,8.08,1616,1592,0.00,0,32614,32614,12,192.9568,63.4941,74.8256,-15.5116,7.90,10.81,1629,1601,2,20.65,12,111,61,0.301,0.177,12.438,11.781,5.40,19.19,-5.35
2037825,PGC2037825,137.6484,33.7327,190.7936,42.4939,59.1836,-30.9425,3.9,16.54,13.35,9.27,3380,3349,0.00,0,2037825,26014,1,190.7936,42.4939,59.1836,-30.9425,13.35,9.27,3380,3349,0,0.00,0,41,0,0.112,,11.152,,19.62,32.89,-22.96
2039259,PGC2039259,164.0606,33.8128,190.7419,64.3882,74.5709,-14.2134,,17.05,14.17,8.41,1826,1804,0.00,0,2039259,33118,1,190.7419,64.3882,74.5709,-14.2134,14.17,8.41,1826,1804,0,0.00,0,30,0,0.080,,10.708,,6.20,22.48,-5.91
2040056,PGC2040056,205.3479,33.8582,68.0198,77.3231,85.3285,18.1499,,18.14,15.37,7.81,1528,1583,0.00,0,2040056,2040056,1,68.0198,77.3231,85.3285,18.1499,15.37,7.81,1528,1583,0,0.00,0,24,0,0.064,,10.412,,1.63,19.99,6.57
2040517,PGC2040517,216.3635,33.8879,57.1784,68.7096,86.0096,27.2698,,17.80,15.04,8.60,3224,3308,0.00,0,51511,51511,2,57.0652,68.6982,86.0526,27.2888,11.85,9.87,3270,3354,1,45.50,18,56,49,0.151,0.036,11.540,10.888,2.81,40.29,20.82
2042146,PGC2042146,147.2631,33.9914,191.4575,50.4661,65.6065,-25.3093,,17.52,14.70,8.03,1499,1469,0.00,0,28357,28357,8,192.2892,50.6900,66.2146,-25.4745,8.64,10.45,1530,1496,4,26.05,5,82,43,0.222,0.296,12.041,11.693,9.71,21.42,-11.12
2043836,PGC2043836,220.0145,34.0999,56.2621,65.6960,85.7745,30.2972,10.0,16.32,13.87,8.41,1492,1587,0.00,0,52424,52424,2,56.0257,65.6483,85.8758,30.3612,12.13,9.11,1491,1587,0,0.00,0,39,0,0.105,0.050,11.061,7.130,1.35,18.22,10.67
2047492,PGC2047492,221.3345,34.3300,56.3977,64.5820,85.4752,31.3826,,17.56,14.75,8.15,1666,1766,0.00,0,52741,52741,3,56.4118,64.3753,85.4238,31.5848,10.26,9.94,1650,1750,0,0.00,0,58,1,0.157,0.087,11.594,8.072,1.57,19.88,12.16
2049025,PGC2049025,236.7795,34.4266,55.0235,51.8666,83.4334,44.0162,,17.60,14.78,8.34,2075,2220,0.00,0,2049025,2049025,1,55.0235,51.8666,83.4334,44.0162,14.78,8.34,2075,2220,0,0.00,0,29,0,0.078,,10.677,,2.43,21.15,20.57
2051090,PGC2051090,171.2583,34.5619,185.7409,70.0721,76.7617,-8.6109,,17.07,14.20,8.53,2107,2097,0.00,0,2051090,2051090,1,185.7409,70.0721,76.7617,-8.6109,14.20,8.53,2107,2097,0,0.00,0,31,0,0.084,,10.768,,6.33,26.91,-4.19
2053079,PGC2053079,174.9471,34.6929,182.2877,72.9067,77.9241,-5.8002,,17.35,14.60,8.15,1646,1642,0.00,0,2053079,2053079,1,182.2877,72.9067,77.9241,-5.8002,14.60,8.15,1646,1642,0,0.00,0,27,0,0.072,,10.582,,4.56,21.30,-2.21
2053645,PGC2053645,205.6074,34.7303,70.9009,76.7007,84.4435,18.4669,,17.98,15.20,8.29,2462,2521,0.00,0,2053645,49356,1,70.9009,76.7007,84.4435,18.4669,15.20,8.29,2462,2521,0,0.00,0,28,0,0.076,,10.647,,3.09,31.73,10.65
2053650,PGC2053650,220.8751,34.7300,57.4656,64.8910,85.0222,30.9915,,17.48,14.70,8.18,1682,1782,0.00,0,2053650,52741,1,57.4656,64.8910,85.0222,30.9915,14.70,8.18,1682,1782,0,0.00,0,27,0,0.073,,10.597,,1.77,20.29,12.23
2055872,PGC2055872,214.7803,34.8712,60.7739,69.7333,84.8749,25.9874,9.0,17.84,15.16,8.48,3010,3094,0.00,0,2055872,51104,1,60.7739,69.7333,84.8749,25.9874,15.16,8.48,3010,3094,0,0.00,0,30,0,0.082,,10.744,,3.31,36.93,18.08
2056001,PGC2056001,135.7990,34.8794,189.0010,41.1289,56.9565,-30.9681,9.0,17.30,14.63,8.74,3296,3272,0.00,0,2056001,2056001,1,189.0010,41.1289,56.9565,-30.9681,14.63,8.74,3296,3272,0,0.00,0,34,0,0.091,,10.875,,20.40,31.36,-22.45
2056934,PGC2056934,220.5246,34.9385,58.0726,65.1369,84.7900,30.6975,,17.77,15.00,8.02,1595,1695,0.00,0,2056934,52741,1,58.0726,65.1369,84.7900,30.6975,15.00,8.02,1595,1695,0,0.00,0,25,0,0.069,,10.516,,1.77,19.35,11.54
2063655,PGC2063655,217.4604,35.3820,60.5138,67.4848,84.3305,28.1851,6.0,17.81,14.45,8.81,3206,3300,0.00,0,51831,51831,2,60.2835,67.3855,84.3988,28.3036,9.42,10.82,3175,3269,1,66.68,14,112,33,0.304,0.156,12.452,11.182,5.81,58.52,31.51
2063674,PGC2063674,113.9995,35.3838,183.9257,23.8429,37.0534,-37.9917,4.5,17.03,13.97,8.24,1362,1363,0.00,0,2063674,2063674,1,183.9257,23.8429,37.0534,-37.9917,13.97,8.24,1362,1363,0,0.00,0,28,0,0.075,,10.626,,11.43,8.63,-11.19
2064267,PGC2064267,198.5430,35.4210,94.0093,80.3941,82.8516,12.8508,,17.25,14.48,8.53,2341,2386,0.00,0,46041,46041,3,93.6250,80.3874,82.8909,12.9027,12.67,9.25,2352,2397,1,33.27,18,41,1,0.111,0.044,11.143,7.324,4.04,32.17,7.40
2064608,PGC2064608,170.2797,35.4441,183.9726,69.0523,75.6022,-8.9393,,16.93,13.70,8.87,2474,2468,0.00,0,2064608,2064608,1,183.9726,69.0523,75.6022,-8.9393,13.70,8.87,2474,2468,0,0.00,0,35,0,0.095,,10.939,,8.08,31.49,-5.11
2064997,PGC2064997,133.4103,35.4698,187.8903,39.2737,54.6922,-31.6142,7.0,16.37,13.07,9.05,2293,2274,0.00,0,2064997,2064997,1,187.8903,39.2737,54.6922,-31.6142,13.07,9.05,2293,2274,0,0.00,0,38,0,0.102,,11.029,,14.92,21.07,-15.89
2066503,PGC2066503,214.8713,35.5670,62.6166,69.4559,84.1028,26.0783,9.0,17.21,14.58,8.78,3247,3334,0.00,0,2066503,51104,1,62.6166,69.4559,84.1028,26.0783,14.58,8.78,3247,3334,0,0.00,0,34,0,0.092,,10.893,,4.10,39.72,19.54
2069162,PGC2069162,213.0410,35.7328,64.5395,70.8024,83.8716,24.5964,2.4,15.38,13.35,9.27,3263,3345,0.00,0,2069162,51104,1,64.5395,70.8024,83.8716,24.5964,13.35,9.27,3263,3345,0,0.00,0,41,0,0.112,,11.152,,4.33,40.32,18.56
2076215,PGC2076215,238.8509,36.1738,57.8376,50.1994,80.4913,45.2522,10.0,16.81,14.35,8.69,2567,2723,0.00,0,2076215,2076215,1,57.8376,50.1994,80.4913,45.2522,14.35,8.69,2567,2723,0,0.00,0,33,0,0.089,,10.851,,4.22,25.21,25.79
2078051,PGC2078051,214.0026,36.2863,65.2455,69.8776,83.2874,25.3908,-5.0,17.59,13.23,9.28,2645,2732,0.00,0,51104,51104,18,65.3560,69.5902,83.1395,25.6482,7.35,11.63,3100,3189,0,0.00,0,229,251,0.620,0.382,13.380,13.342,4.43,37.60,17.97
2078376,PGC2078376,214.2997,36.3059,65.0516,69.6469,83.2714,25.6307,3.4,15.99,13.51,9.17,3550,3638,0.00,0,51104,51104,18,65.3560,69.5902,83.1395,25.6482,7.35,11.63,3100,3189,0,0.00,0,229,251,0.620,0.382,13.380,13.342,4.56,38.61,18.65
2079775,PGC2079775,174.2276,36.3879,177.9232,71.6991,76.1284,-5.6470,9.0,17.19,14.88,8.01,1595,1599,0.00,0,35913,35913,2,177.9542,71.6265,76.0794,-5.7017,11.01,9.56,1587,1591,1,32.06,14,47,9,0.128,0.042,11.326,9.500,7.65,30.98,-3.16
2080256,PGC2080256,222.4631,36.4172,60.7002,63.3036,82.9689,32.1981,10.0,17.08,14.10,8.52,1878,1989,0.00,0,2080256,2080256,2,60.6804,63.3093,82.9808,32.1950,13.40,8.80,1878,1990,0,0.00,0,34,0,0.093,0.010,10.906,6.413,2.75,22.28,14.14
2081534,PGC2081534,214.2627,36.4900,65.5761,69.6088,83.0666,25.6045,3.9,15.74,12.47,9.58,3358,3447,0.00,0,51104,51104,18,65.3560,69.5902,83.1395,25.6482,7.35,11.63,3100,3189,0,0.00,0,229,251,0.620,0.382,13.380,13.342,4.67,38.37,18.52
2081790,PGC2081790,221.9357,36.5046,61.0928,63.6996,82.8982,31.7692,10.0,18.06,15.19,7.75,1238,1348,0.00,0,2081790,53039,1,61.0928,63.6996,82.8982,31.7692,15.19,7.75,1238,1348,0,0.00,0,23,0,0.062,,10.378,,1.89,15.16,9.46
2084689,PGC2084689,170.2883,36.6634,180.7614,68.6700,74.5037,-8.3848,,17.92,15.16,8.51,3221,3221,0.00,0,2084689,2084689,1,180.7614,68.6700,74.5037,-8.3848,15.16,8.51,3221,3221,0,0.00,0,31,0,0.083,,10.762,,11.35,40.94,-6.26
2087105,PGC2087105,181.6376,36.7937,164.6380,76.4532,77.9826,0.0202,,17.68,14.90,8.43,2587,2605,0.00,0,2087105,2087105,1,164.6380,76.4532,77.9826,0.0202,14.90,8.43,2587,2605,0,0.00,0,30,0,0.081,,10.722,,7.23,33.97,0.01
2088712,PGC2088712,214.5683,36.8836,66.3623,69.2366,82.6341,25.8557,2.4,15.21,11.86,9.83,3396,3488,0.00,0,51104,51104,18,65.3560,69.5902,83.1395,25.6482,7.35,11.63,3100,3189,0,0.00,0,229,251,0.620,0.382,13.380,13.342,4.95,38.30,18.72
2088820,PGC2088820,174.5697,36.8895,176.1029,71.7252,75.7816,-5.1912,9.0,18.11,15.68,8.32,3251,3258,0.00,0,2088820,2088820,1,176.1029,71.7252,75.7816,-5.1912,15.68,8.32,3251,3258,0,0.00,0,28,0,0.077,,10.663,,10.63,41.94,-3.93
2089756,PGC2089756,197.7127,36.9398,101.4372,79.3652,81.1971,12.4643,,17.96,15.18,7.56,1025,1075,0.00,0,45749,41220,20,100.2850,79.3456,81.3059,12.6498,5.97,11.24,1031,1080,5,15.03,6,162,124,0.439,0.252,12.931,12.551,2.25,14.50,3.24
2093798,PGC2093798,176.9293,37.1397,172.2905,73.2413,76.3003,-3.3623,7.0,16.67,13.82,9.02,3093,3105,0.00,0,2093798,37544,1,172.2905,73.2413,76.3003,-3.3623,13.82,9.02,3093,3105,0,0.00,0,37,0,0.101,,11.013,,9.79,40.15,-2.43
2094994,PGC2094994,217.0733,37.1972,65.2638,67.2541,82.2780,27.8544,7.0,18.29,14.93,8.64,3237,3337,0.00,0,2094994,51104,1,65.2638,67.2541,82.2780,27.8544,14.93,8.64,3237,3337,0,0.00,0,32,0,0.087,,10.823,,5.29,38.98,20.79
2097739,PGC2097739,197.8617,37.3118,101.6657,78.9770,80.8438,12.6479,,17.41,14.64,7.77,967,1020,0.00,0,45749,41220,20,100.2850,79.3456,81.3059,12.6498,5.97,11.24,1031,1080,5,15.03,6,162,124,0.439,0.252,12.931,12.551,2.32,14.40,3.27
2098072,PGC2098072,216.4498,37.3268,66.0203,67.6770,82.1396,27.3566,,17.76,15.00,8.27,2174,2273,0.00,0,2098072,49356,1,66.0203,67.6770,82.1396,27.3566,15.00,8.27,2174,2273,0,0.00,0,28,0,0.076,,10.642,,3.68,26.66,13.93
2107419,PGC2107419,207.0634,37.7069,78.0035,74.0451,81.4316,19.9331,,18.02,15.22,8.25,2366,2442,0.00,0,2107419,49356,1,78.0035,74.0451,81.4316,19.9331,15.22,8.25,2366,2442,0,0.00,0,28,0,0.075,,10.629,,4.56,30.27,11.10
2108063,PGC2108063,207.4589,37.7308,77.3930,73.7808,81.4335,20.2469,,16.90,13.51,8.97,2463,2540,0.00,0,2108063,49356,1,77.3930,73.7808,81.4335,20.2469,13.51,8.97,2463,2540,0,0.00,0,37,0,0.099,,10.990,,4.73,31.42,11.72
2108569,PGC2108569,153.9495,37.7496,184.9099,55.7651,66.3540,-18.7547,10.0,17.59,14.63,7.91,1268,1261,0.00,0,2108569,2108569,1,184.9099,55.7651,66.3540,-18.7547,14.63,7.91,1268,1261,0,0.00,0,24,0,0.066,,10.461,,6.39,14.58,-5.41
2108986,PGC2108986,225.8148,37.7661,62.3613,60.4133,81.0594,34.7338,-1.0,15.85,11.93,9.64,2548,2674,0.00,0,2108986,2108986,1,62.3613,60.4133,81.0594,34.7338,11.93,9.64,2548,2674,0,0.00,0,49,0,0.134,,11.382,,4.55,28.94,20.31
2109146,PGC2109146,111.2339,37.7724,180.7224,22.4428,33.7630,-36.0584,3.0,16.61,12.81,9.52,3452,3470,0.00,0,2109146,2109146,1,180.7224,22.4428,33.7630,-36.0584,12.81,9.52,3452,3470,0,0.00,0,46,0,0.126,,11.299,,31.10,20.79,-27.23
2116640,PGC2116640,198.8394,38.0523,99.7378,77.9775,80.2312,13.5372,,16.82,12.82,8.50,986,1044,0.00,0,45749,41220,20,100.2850,79.3456,81.3059,12.6498,5.97,11.24,1031,1080,5,15.03,6,162,124,0.439,0.252,12.931,12.551,2.47,14.35,3.51
2120073,PGC2120073,207.7850,38.1822,78.1247,73.3045,80.9742,20.5377,,16.96,13.91,8.93,2833,2913,0.00,0,2120073,2120073,1,78.1247,73.3045,80.9742,20.5377,13.91,8.93,2833,2913,0,0.00,0,36,0,0.097,,10.968,,5.71,35.92,13.63
2121110,PGC2121110,171.0112,38.2198,176.2096,68.6068,73.3598,-7.1734,,16.27,12.37,9.24,2222,2232,0.00,0,35064,35064,15,174.9547,68.4928,72.9841,-6.8827,7.39,11.23,2037,2048,1,23.99,14,161,104,0.435,0.288,12.919,12.450,6.89,23.04,-3.03
2123347,PGC2123347,206.8421,38.3028,80.0809,73.8110,80.7848,19.8087,,16.85,13.10,8.65,1339,1417,0.00,0,48917,48917,3,79.9146,73.7583,80.7935,19.8785,10.11,9.85,1385,1463,0,0.00,0,55,38,0.149,0.025,11.524,10.519,2.93,18.06,6.59
2124430,PGC2124430,220.7954,38.3458,65.6678,64.1003,80.8186,30.7449,6.0,15.11,13.40,9.12,2772,2887,0.00,0,2124430,2124430,1,65.6678,64.1003,80.8186,30.7449,13.40,9.12,2772,2887,0,0.00,0,39,0,0.105,,11.068,,5.28,32.66,19.68
2125269,PGC2125269,150.7583,38.3772,184.2688,53.2025,64.1307,-20.2761,10.0,16.92,14.24,8.13,1353,1348,0.00,0,2125269,2125269,1,184.2688,53.2025,64.1307,-20.2761,14.24,8.13,1353,1348,0,0.00,0,26,0,0.072,,10.568,,7.36,15.17,-6.23
2126113,PGC2126113,238.1883,38.4060,61.3601,50.6768,77.6755,44.1323,,16.59,12.43,9.47,2591,2753,0.00,0,2126113,2126113,1,61.3601,50.6768,77.6755,44.1323,12.43,9.47,2591,2753,0,0.00,0,45,0,0.123,,11.270,,5.62,25.74,25.56
2126744,PGC2126744,206.9220,38.4266,80.2788,73.6837,80.6590,19.8813,,17.02,14.11,8.81,2716,2795,0.00,0,2126744,2126744,1,80.2788,73.6837,80.6590,19.8813,14.11,8.81,2716,2795,0,0.00,0,34,0,0.093,,10.911,,5.69,34.58,12.67
2134801,PGC2134801,196.8214,38.7224,107.9776,77.9420,79.2721,12.0963,,17.28,14.49,8.54,2381,2438,0.00,0,2134801,2134801,1,107.9776,77.9420,79.2721,12.0963,14.49,8.54,2381,2438,0,0.00,0,31,0,0.084,,10.775,,5.92,31.23,6.81
2134922,PGC2134922,170.8917,38.7263,175.0711,68.3060,72.8612,-7.0305,,16.97,13.94,8.61,2155,2167,0.00,0,35064,35064,15,174.9547,68.4928,72.9841,-6.8827,7.39,11.23,2037,2048,1,23.99,14,161,104,0.435,0.288,12.919,12.450,7.06,22.90,-2.96
2136359,PGC2136359,171.1308,38.7809,174.7161,68.4496,72.8961,-6.8393,,18.41,15.39,8.03,2039,2052,0.00,0,35064,35064,15,174.9547,68.4928,72.9841,-6.8827,7.39,11.23,2037,2048,1,23.99,14,161,104,0.435,0.288,12.919,12.450,7.01,22.77,-2.86
2138143,PGC2138143,171.0270,38.8564,174.6293,68.3437,72.7916,-6.8780,,16.14,12.34,9.25,1980,1993,0.00,0,35064,35064,15,174.9547,68.4928,72.9841,-6.8827,7.39,11.23,2037,2048,1,23.99,14,161,104,0.435,0.288,12.919,12.450,7.03,22.68,-2.86
2138588,PGC2138588,222.1150,38.8758,66.1225,62.9586,80.1051,31.7309,9.0,16.91,14.58,8.31,1830,1949,0.00,0,2138588,2138588,1,66.1225,62.9586,80.1051,31.7309,14.58,8.31,1830,1949,0,0.00,0,28,0,0.077,,10.660,,3.80,21.77,13.67
2138700,PGC2138700,229.9140,38.8819,63.3484,57.0484,79.0853,37.7423,10.0,17.09,14.87,8.61,2991,3132,0.00,0,2138700,2138700,1,63.3484,57.0484,79.0853,37.7423,14.87,8.61,2991,3132,0,0.00,0,32,0,0.086,,10.808,,6.25,32.43,25.56
2139249,PGC2139249,180.9750,38.9025,160.0640,74.6039,75.8218,0.2478,,17.22,14.46,7.76,953,980,0.00,0,2139249,41220,1,160.0640,74.6039,75.8218,0.2478,14.46,7.76,953,980,0,0.00,0,23,0,0.062,,10.386,,3.20,12.67,0.06
2139858,PGC2139858,171.7569,38.9304,173.7450,68.8169,72.9785,-6.3360,,16.31,12.38,9.23,1949,1963,0.00,0,35064,35064,15,174.9547,68.4928,72.9841,-6.8827,7.39,11.23,2037,2048,1,23.99,14,161,104,0.435,0.288,12.919,12.450,6.95,22.69,-2.63
2141083,PGC2141083,200.2776,38.9880,97.2278,76.6218,79.4589,14.7945,,17.59,14.79,7.70,1030,1096,0.00,0,46671,46671,4,96.0605,76.8071,79.7822,14.8874,10.02,9.61,1003,1068,1,16.22,14,48,46,0.131,0.075,11.358,11.167,2.88,15.45,4.15
2142269,PGC2142269,173.9788,39.0446,171.0272,70.2641,73.6182,-4.7265,,18.53,14.96,8.53,2987,3005,0.00,0,2142269,2142269,1,171.0272,70.2641,73.6182,-4.7265,14.96,8.53,2987,3005,0,0.00,0,31,0,0.084,,10.772,,11.26,38.31,-3.30
2145202,PGC2145202,182.4994,39.1966,155.9036,75.1622,75.9433,1.4616,,17.41,14.64,7.97,1321,1352,0.00,0,2145202,37617,1,155.9036,75.1622,75.9433,1.4616,14.64,7.97,1321,1352,0,0.00,0,25,0,0.067,,10.489,,4.38,17.48,0.46
2145217,PGC2145217,207.1978,39.1969,81.8429,73.0213,79.8592,20.1547,,17.70,14.92,8.39,2537,2620,0.00,0,49356,49356,61,82.8792,71.6194,78.6804,21.0749,5.96,11.97,2408,2498,8,32.03,6,309,249,0.838,0.538,13.772,13.483,5.32,29.75,11.09
2145652,PGC2145652,205.6914,39.2176,84.6811,73.8635,79.7372,18.9930,,17.02,14.11,8.72,2450,2529,0.00,0,2145652,49356,1,84.6811,73.8635,79.7372,18.9930,14.11,8.72,2450,2529,0,0.00,0,33,0,0.090,,10.867,,5.68,31.37,10.97
2145809,PGC2145809,254.8706,39.2264,63.0642,37.7278,67.8041,55.5047,9.0,16.87,14.41,8.52,2081,2290,0.00,0,2145809,2145809,1,63.0642,37.7278,67.8041,55.5047,14.41,8.52,2081,2290,0,0.00,0,31,0,0.083,,10.764,,6.53,16.01,25.16
2147507,PGC2147507,165.5418,39.3124,177.7402,64.2477,70.3330,-10.4027,9.0,18.26,16.21,8.11,3274,3284,0.00,0,2147507,2147507,1,177.7402,64.2477,70.3330,-10.4027,16.21,8.11,3274,3284,0,0.00,0,26,0,0.071,,10.560,,14.50,40.55,-7.91
2148561,PGC2148561,207.7717,39.3691,81.3088,72.5718,79.7087,20.6098,3.3,16.69,14.00,8.76,2650,2735,0.00,0,49356,49356,61,82.8792,71.6194,78.6804,21.0749,5.96,11.97,2408,2498,8,32.03,6,309,249,0.838,0.538,13.772,13.483,5.41,29.79,11.39
2148943,PGC2148943,206.9930,39.3895,82.6967,73.0126,79.6423,20.0107,10.0,17.55,14.82,8.43,2786,2870,0.00,0,49356,49356,61,82.8792,71.6194,78.6804,21.0749,5.96,11.97,2408,2498,8,32.03,6,309,249,0.838,0.538,13.772,13.483,5.50,30.06,11.13
2151801,PGC2151801,205.1805,39.5529,86.5428,73.8991,79.3467,18.6300,0.0,17.36,13.00,9.43,3326,3406,0.00,0,2151801,2151801,1,86.5428,73.8991,79.3467,18.6300,13.00,9.43,3326,3406,0,0.00,0,44,0,0.120,,11.243,,7.96,42.29,14.51
2151881,PGC2151881,208.1037,39.5576,81.2418,72.2544,79.5249,20.8774,1.8,16.52,12.41,9.39,2703,2789,0.00,0,49356,49356,61,82.8792,71.6194,78.6804,21.0749,5.96,11.97,2408,2498,8,32.03,6,309,249,0.838,0.538,13.772,13.483,5.51,29.78,11.55
2152098,PGC2152098,171.8352,39.5698,172.1167,68.5670,72.4279,-6.0002,,17.56,14.75,8.27,1997,2015,0.00,0,2152098,2152098,1,172.1167,68.5670,72.4279,-6.0002,14.75,8.27,1997,2015,0,0.00,0,28,0,0.076,,10.640,,8.07,25.47,-2.81
2152660,PGC2152660,210.9888,39.6011,77.1651,70.4512,79.5859,23.1007,10.0,17.27,14.28,8.22,1436,1530,0.00,0,2152660,2152660,1,77.1651,70.4512,79.5859,23.1007,14.28,8.22,1436,1530,0,0.00,0,27,0,0.074,,10.615,,3.39,18.46,8.00
2154616,PGC2154616,208.4178,39.7243,81.1562,71.9617,79.3618,21.1287,4.3,15.84,13.53,8.94,2228,2316,0.00,0,49356,49356,61,82.8792,71.6194,78.6804,21.0749,5.96,11.97,2408,2498,8,32.03,6,309,249,0.838,0.538,13.772,13.483,5.47,29.14,11.46
2156096,PGC2156096,171.1161,39.8142,172.2583,67.9643,71.9604,-6.3876,,17.69,14.90,8.18,1876,1894,0.00,0,34908,35064,5,172.5447,67.5900,71.7143,-6.6910,9.45,10.37,1939,1957,0,0.00,0,77,39,0.208,0.142,11.954,11.286,8.00,24.58,-2.89
2157708,PGC2157708,215.2279,39.9142,73.2412,67.4941,79.2567,26.3607,,18.14,15.37,7.92,1676,1782,0.00,0,2157708,51175,1,73.2412,67.4941,79.2567,26.3607,15.37,7.92,1676,1782,0,0.00,0,24,0,0.066,,10.464,,3.97,20.92,10.55
2158182,PGC2158182,248.6346,39.9462,63.5273,42.5732,70.9825,51.0323,,17.39,14.62,8.74,3053,3248,0.00,0,2158182,2158182,1,63.5273,42.5732,70.9825,51.0323,14.62,8.74,3053,3248,0,0.00,0,33,0,0.091,,10.874,,8.88,25.75,33.67
2158339,PGC2158339,170.7791,39.9567,172.2520,67.6691,71.7153,-6.5544,,17.74,14.97,8.16,1946,1965,0.00,0,34908,35064,5,172.5447,67.5900,71.7143,-6.6910,9.45,10.37,1939,1957,0,0.00,0,77,39,0.208,0.142,11.954,11.286,8.14,24.62,-2.98
2159569,PGC2159569,207.6779,40.0357,83.1269,72.1888,78.9932,20.5803,10.0,17.00,14.18,8.68,2233,2321,0.00,0,49356,49356,61,82.8792,71.6194,78.6804,21.0749,5.96,11.97,2408,2498,8,32.03,6,309,249,0.838,0.538,13.772,13.483,5.68,29.22,11.18
2159998,PGC2159998,207.4083,40.0632,83.6490,72.3231,78.9498,20.3761,2.4,15.92,13.44,8.98,2542,2630,0.00,0,49356,49356,61,82.8792,71.6194,78.6804,21.0749,5.96,11.97,2408,2498,8,32.03,6,309,249,0.838,0.538,13.772,13.483,5.79,29.63,11.21
2161501,PGC2161501,170.4025,40.1561,172.1490,67.3209,71.4047,-6.7206,,16.52,12.42,9.18,1932,1951,0.00,0,34908,35064,5,172.5447,67.5900,71.7143,-6.6910,9.45,10.37,1939,1957,0,0.00,0,77,39,0.208,0.142,11.954,11.286,8.26,24.55,-3.05
2162482,PGC2162482,173.0352,40.2152,169.2800,69.0274,72.2453,-4.8906,,17.36,14.60,8.68,3000,3023,0.00,0,2162482,2162482,1,169.2800,69.0274,72.2453,-4.8906,14.60,8.68,3000,3023,0,0.00,0,33,0,0.089,,10.846,,12.25,38.25,-3.44
2164875,PGC2164875,207.2449,40.3759,84.6780,72.2003,78.6084,20.2720,10.0,18.08,15.34,8.22,2587,2675,0.00,0,49356,49356,61,82.8792,71.6194,78.6804,21.0749,5.96,11.97,2408,2498,8,32.03,6,309,249,0.838,0.538,13.772,13.483,5.98,29.67,11.18
2165675,PGC2165675,207.7657,40.4307,83.9284,71.8735,78.5762,20.6712,3.7,16.63,14.04,8.74,2571,2661,0.00,0,49356,49356,61,82.8792,71.6194,78.6804,21.0749,5.96,11.97,2408,2498,8,32.03,6,309,249,0.838,0.538,13.772,13.483,5.98,29.57,11.38
2166187,PGC2166187,140.8066,40.4656,181.6673,45.4225,56.6028,-24.1285,10.0,17.14,14.40,8.15,1496,1502,0.00,0,26501,26501,3,182.1157,45.1528,56.5902,-24.5434,9.97,9.92,1482,1486,1,45.08,18,57,16,0.155,0.338,11.574,10.914,22.66,34.36,-18.44
